(726, 817) | (768, 558)
(941, 895) | (746, 610)
(548, 276) | (572, 272)
(738, 611) | (336, 950)
(245, 848) | (211, 581)
(259, 370) | (18, 879)
(916, 408) | (754, 199)
(650, 45) | (650, 123)
(604, 846) | (468, 656)
(848, 159) | (228, 422)
(935, 360) | (736, 401)
(506, 669) | (130, 454)
(325, 539) | (536, 666)
(274, 122) | (950, 229)
(877, 603) | (892, 445)
(890, 495) | (947, 590)
(933, 250) | (693, 750)
(852, 150) | (492, 511)
(37, 183) | (858, 278)
(213, 707) | (382, 424)
(7, 61) | (638, 144)
(11, 734) | (276, 821)
(257, 523) | (504, 722)
(821, 367) | (272, 955)
(333, 510) | (726, 945)
(591, 709) | (585, 631)
(661, 215) | (449, 807)
(834, 491) | (331, 554)
(476, 52) | (652, 790)
(514, 402) | (357, 719)
(326, 312) | (779, 947)
(243, 191) | (866, 675)
(399, 322) | (591, 721)
(226, 779) | (907, 569)
(904, 801) | (694, 634)
(240, 942) | (726, 226)
(845, 886) | (360, 664)
(291, 800) | (758, 458)
(360, 793) | (628, 470)
(316, 756) | (842, 88)
(972, 609) | (74, 767)
(468, 173) | (840, 882)
(527, 562) | (468, 495)
(933, 446) | (410, 2)
(471, 770) | (449, 17)
(866, 758) | (843, 31)
(339, 524) | (364, 407)
(852, 477) | (917, 741)
(242, 820) | (478, 174)
(919, 971) | (336, 749)
(902, 451) | (263, 116)
(45, 497) | (870, 766)
(305, 527) | (456, 192)
(407, 729) | (826, 517)
(248, 692) | (605, 246)
(367, 589) | (227, 698)
(955, 737) | (461, 800)
(62, 476) | (664, 723)
(142, 727) | (822, 540)
(839, 386) | (676, 174)
(512, 799) | (386, 151)
(528, 607) | (23, 916)
(336, 606) | (34, 380)
(425, 524) | (824, 978)
(898, 827) | (247, 660)
(862, 782) | (869, 136)
(61, 910) | (77, 98)
(604, 226) | (491, 410)
(534, 459) | (930, 377)
(501, 533) | (695, 3)
(321, 867) | (748, 903)
(223, 328) | (328, 563)
(892, 488) | (623, 510)
(189, 485) | (34, 526)
(202, 58) | (658, 504)
(513, 700) | (172, 37)
(419, 398) | (140, 385)
(16, 938) | (158, 817)
(949, 811) | (742, 349)
(421, 17) | (564, 561)
(887, 718) | (551, 1)
(707, 856) | (620, 618)
(260, 803) | (331, 613)
(598, 384) | (947, 893)
(586, 165) | (986, 603)
(441, 858) | (464, 878)
(868, 16) | (888, 484)
(144, 332) | (720, 15)
(238, 807) | (507, 866)
(314, 993) | (164, 586)
(688, 104) | (241, 770)
(263, 382) | (306, 893)
(808, 115) | (274, 693)
(245, 571) | (76, 75)
(344, 574) | (894, 914)
(273, 283) | (601, 4)
(14, 374) | (155, 488)
(606, 344) | (63, 13)
(276, 621) | (244, 941)
(809, 613) | (739, 433)
(338, 349) | (817, 800)
(893, 805) | (319, 267)
(68, 757) | (820, 369)
(745, 331) | (516, 46)
(261, 332) | (941, 758)
(268, 580) | (947, 551)
(889, 805) | (723, 600)
(530, 9) | (941, 868)
(24, 440) | (145, 719)
(88, 292) | (709, 874)
(521, 136) | (610, 136)
(428, 517) | (607, 417)
(298, 146) | (212, 263)
(2, 392) | (458, 358)
(39, 549) | (892, 852)
(693, 15) | (265, 434)
(643, 395) | (9, 842)
(977, 606) | (960, 480)
(884, 825) | (776, 80)
(831, 163) | (400, 855)
(207, 575) | (54, 749)
(399, 863) | (66, 227)
(621, 159) | (950, 102)
(795, 558) | (128, 350)
(82, 614) | (141, 117)
(584, 787) | (297, 558)
(303, 229) | (882, 495)
(477, 657) | (206, 655)
(198, 729) | (782, 272)
(324, 856) | (608, 416)
(324, 282) | (262, 150)
(824, 64) | (522, 85)
(246, 300) | (476, 569)
(433, 426) | (156, 426)
(134, 312) | (728, 757)
(258, 887) | (561, 773)
(296, 328) | (15, 373)
(194, 114) | (930, 630)
(64, 754) | (982, 298)
(953, 898) | (364, 389)
(105, 68) | (830, 741)
(591, 473) | (129, 676)
(296, 60) | (595, 762)
(942, 503) | (286, 967)
(798, 960) | (904, 320)
(436, 907) | (312, 683)
(564, 452) | (287, 18)
(631, 387) | (481, 436)
(646, 192) | (665, 558)
(45, 137) | (375, 351)
(8, 271) | (653, 856)
(234, 612) | (791, 830)
(519, 925) | (464, 733)
(997, 362) | (959, 981)
(607, 878) | (461, 799)
(390, 213) | (508, 420)
(899, 774) | (147, 115)
(132, 816) | (993, 885)
(49, 312) | (799, 69)
(906, 26) | (597, 26)
(905, 435) | (973, 659)
(272, 99) | (915, 695)
(160, 883) | (160, 570)
(634, 722) | (839, 939)
(333, 321) | (859, 926)
(172, 874) | (526, 783)
(415, 473) | (375, 9)
(606, 354) | (479, 237)
(422, 336) | (176, 739)
(524, 965) | (683, 647)
(126, 346) | (585, 930)
(37, 376) | (673, 392)
(483, 625) | (110, 898)
(848, 96) | (411, 389)
(808, 433) | (482, 999)
(84, 768) | (147, 255)
(355, 675) | (831, 520)
(797, 31) | (181, 798)
(417, 625) | (632, 287)
(709, 737) | (841, 407)
(477, 37) | (116, 430)
(231, 229) | (743, 842)
(566, 328) | (895, 877)
(996, 11) | (177, 715)
(611, 797) | (969, 916)
(426, 947) | (554, 740)
(418, 367) | (722, 794)
(24, 574) | (82, 974)
(335, 831) | (146, 368)
(914, 761) | (454, 481)
(417, 314) | (684, 598)
(105, 825) | (284, 731)
(751, 203) | (444, 150)
(554, 636) | (77, 498)
(999, 58) | (537, 442)
(709, 937) | (548, 212)
(344, 426) | (158, 485)
(187, 603) | (372, 921)
(667, 765) | (70, 446)
(434, 919) | (732, 970)
(59, 662) | (998, 2)
(676, 539) | (826, 191)
(850, 69) | (765, 182)
(341, 78) | (441, 329)
(214, 263) | (11, 366)
(521, 374) | (827, 798)
(896, 186) | (581, 850)
(382, 477) | (959, 803)
(417, 253) | (608, 753)
(917, 729) | (886, 937)
(511, 310) | (762, 368)
(439, 52) | (642, 556)
(398, 491) | (831, 364)
(103, 410) | (667, 153)
(849, 768) | (744, 306)
(322, 959) | (397, 821)
(315, 14) | (807, 527)
(217, 861) | (968, 482)
(690, 554) | (782, 589)
(93, 359) | (362, 238)
(688, 133) | (171, 944)
(728, 577) | (152, 896)
(491, 576) | (45, 123)
(556, 368) | (413, 606)
(915, 733) | (125, 19)
(574, 78) | (495, 905)
(374, 272) | (627, 643)
(986, 793) | (505, 849)
(334, 970) | (423, 275)
(489, 82) | (517, 843)
(201, 710) | (848, 172)
(438, 585) | (736, 812)
(461, 913) | (613, 634)
(822, 66) | (635, 866)
(558, 299) | (396, 344)
(715, 530) | (243, 126)
(930, 814) | (471, 534)
(523, 522) | (223, 758)
(538, 854) | (461, 694)
(865, 335) | (26, 91)
(575, 95) | (168, 978)
(422, 335) | (471, 569)
(352, 289) | (655, 122)
(536, 799) | (486, 627)
(297, 21) | (509, 279)
(19, 840) | (201, 447)
(346, 544) | (425, 5)
(298, 968) | (151, 655)
(309, 744) | (991, 863)
(538, 948) | (288, 606)
(709, 143) | (75, 363)
(605, 904) | (331, 339)
(737, 531) | (463, 7)
(411, 642) | (678, 775)
(117, 156) | (286, 387)
(29, 740) | (862, 349)
(405, 934) | (418, 287)
(403, 969) | (968, 192)
(351, 531) | (618, 451)
(398, 934) | (173, 558)
(579, 218) | (995, 321)
(937, 389) | (236, 270)
(420, 125) | (591, 241)
(547, 924) | (31, 262)
(392, 578) | (545, 822)
(21, 846) | (688, 23)
(443, 83) | (659, 932)
(787, 81) | (929, 223)
(449, 157) | (561, 172)
(365, 317) | (182, 617)
(490, 115) | (438, 875)
(707, 398) | (416, 759)
(342, 614) | (669, 294)
(448, 170) | (547, 475)
(799, 849) | (836, 366)
(651, 826) | (154, 926)
(299, 912) | (831, 175)
(654, 689) | (359, 271)
(652, 72) | (842, 226)
(186, 16) | (740, 643)
(919, 342) | (741, 25)
(137, 415) | (172, 529)
(124, 274) | (654, 914)
(435, 528) | (19, 440)
(549, 425) | (657, 395)
(400, 655) | (836, 431)
(892, 630) | (581, 388)
(224, 124) | (77, 280)
(105, 272) | (195, 57)
(381, 479) | (628, 156)
(315, 742) | (674, 744)
(726, 693) | (18, 482)
(103, 48) | (394, 604)
(509, 270) | (323, 762)
(234, 344) | (447, 290)
(545, 736) | (155, 897)
(740, 480) | (994, 737)
(877, 623) | (249, 4)
(153, 777) | (264, 39)
(361, 552) | (452, 206)
(892, 437) | (642, 241)
(36, 206) | (974, 2)
(596, 772) | (716, 913)
(221, 230) | (390, 287)
(513, 506) | (91, 950)
(940, 535) | (968, 209)
(767, 636) | (686, 963)
(186, 152) | (913, 527)
(488, 447) | (667, 784)
(396, 606) | (301, 369)
(196, 86) | (668, 454)
(767, 387) | (927, 600)
(981, 257) | (261, 642)
(360, 985) | (63, 216)
(853, 156) | (550, 687)
(816, 398) | (908, 255)
(80, 732) | (91, 584)
(947, 888) | (301, 418)
(21, 753) | (505, 316)
(369, 979) | (623, 579)
(778, 80) | (574, 688)
(341, 726) | (489, 378)
(894, 775) | (226, 7)
(788, 436) | (353, 822)
(734, 500) | (389, 166)
(259, 501) | (132, 186)
(481, 259) | (105, 552)
(239, 642) | (190, 136)
(517, 362) | (710, 51)
(552, 956) | (412, 515)
(360, 175) | (840, 701)
(237, 708) | (970, 544)
(469, 237) | (359, 276)
(869, 598) | (79, 156)
(78, 209) | (711, 967)
(269, 966) | (305, 821)
(237, 537) | (523, 129)
(263, 972) | (836, 701)
(806, 277) | (373, 387)
(205, 205) | (525, 316)
(351, 270) | (75, 121)
(704, 648) | (45, 456)
(503, 741) | (699, 366)
(688, 377) | (627, 158)
(477, 882) | (322, 949)
(377, 921) | (914, 612)
(639, 143) | (697, 278)
(509, 350) | (237, 326)
(656, 839) | (312, 848)
(283, 193) | (109, 717)
(237, 755) | (32, 57)
(133, 890) | (963, 71)
(979, 411) | (380, 694)
(121, 151) | (998, 419)
(676, 528) | (294, 668)
(521, 921) | (499, 305)
(902, 453) | (271, 119)
(939, 585) | (113, 562)
(866, 589) | (545, 297)
(395, 818) | (462, 254)
(824, 465) | (560, 380)
(252, 674) | (370, 139)
(541, 2) | (957, 5)
(665, 114) | (658, 78)
(40, 224) | (325, 6)
(779, 649) | (73, 720)
(434, 560) | (36, 307)
(846, 727) | (797, 349)
(535, 391) | (339, 754)
(892, 746) | (663, 818)
(481, 246) | (764, 147)
(124, 820) | (706, 229)
(673, 358) | (803, 463)
(943, 691) | (468, 729)
(883, 26) | (61, 806)
(66, 615) | (220, 709)
(431, 699) | (369, 655)
(889, 306) | (820, 420)
(463, 430) | (515, 589)
(859, 752) | (774, 245)
(82, 318) | (993, 158)
(698, 963) | (532, 738)
(705, 289) | (466, 532)
(699, 463) | (944, 830)
(34, 476) | (740, 571)
(291, 186) | (436, 36)
(942, 732) | (142, 865)
(698, 725) | (398, 983)
(184, 327) | (912, 609)
(388, 252) | (974, 595)
(215, 128) | (114, 458)
(96, 670) | (715, 558)
(24, 833) | (741, 827)
(1, 51) | (592, 154)
(162, 681) | (640, 637)
(933, 347) | (608, 454)
(4, 241) | (278, 552)
(871, 626) | (737, 805)
(58, 561) | (120, 357)
(97, 62) | (739, 591)
(206, 459) | (23, 393)
(499, 569) | (183, 148)
(340, 448) | (164, 377)
(785, 357) | (95, 928)
(203, 577) | (751, 536)
(855, 412) | (945, 512)
(192, 479) | (2, 494)
(529, 910) | (736, 228)
(909, 719) | (780, 977)
(671, 277) | (880, 936)
(492, 962) | (211, 594)
(946, 827) | (102, 734)
(760, 291) | (51, 78)
(809, 877) | (606, 7)
(549, 256) | (290, 955)
(806, 934) | (618, 324)
(47, 175) | (534, 977)
(887, 593) | (878, 212)
(486, 887) | (336, 572)
(805, 939) | (985, 32)
(513, 805) | (288, 707)
(50, 26) | (694, 371)
(105, 831) | (661, 92)
(192, 337) | (670, 76)
(8, 235) | (150, 204)
(204, 15) | (989, 605)
(227, 181) | (323, 414)
(520, 116) | (330, 884)
(754, 714) | (820, 737)
(259, 437) | (337, 173)
(314, 846) | (507, 353)
(462, 500) | (367, 249)
(926, 777) | (175, 110)
(785, 123) | (767, 197)
(521, 467) | (174, 142)
(76, 54) | (481, 286)
(54, 168) | (948, 787)
(587, 505) | (848, 882)
(674, 149) | (881, 982)
(270, 118) | (397, 702)
(369, 321) | (154, 339)
(457, 640) | (677, 858)
(405, 998) | (700, 799)
(956, 638) | (656, 111)
(147, 93) | (665, 905)
(919, 351) | (336, 249)
(814, 248) | (331, 37)
(386, 816) | (92, 493)
(876, 471) | (508, 452)
(44, 259) | (853, 955)
(147, 552) | (624, 695)
(54, 157) | (580, 598)
(614, 919) | (213, 486)
(106, 654) | (514, 276)
(474, 468) | (605, 143)
(249, 858) | (56, 249)
(546, 690) | (878, 386)
(809, 278) | (486, 147)
(980, 558) | (534, 203)
(568, 870) | (523, 80)
(102, 910) | (951, 422)
(306, 366) | (29, 340)
(772, 720) | (215, 93)
(60, 328) | (631, 778)
(625, 46) | (9, 517)
(351, 467) | (469, 408)
(470, 388) | (928, 360)
(797, 640) | (618, 499)
(324, 475) | (404, 772)
(839, 324) | (748, 304)
(118, 788) | (685, 9)
(566, 365) | (436, 685)
(823, 699) | (487, 160)
(30, 126) | (615, 877)
(616, 579) | (447, 575)
(781, 166) | (592, 624)
(786, 789) | (652, 146)
(695, 639) | (853, 326)
(407, 679) | (343, 226)
(689, 241) | (595, 479)
(26, 990) | (795, 475)
(486, 199) | (457, 435)
(870, 883) | (193, 549)
(353, 290) | (630, 127)
(618, 555) | (891, 921)
(457, 308) | (396, 242)
(271, 221) | (734, 397)
(863, 972) | (307, 152)
(477, 141) | (59, 41)
(780, 899) | (823, 905)
(565, 565) | (264, 455)
(796, 628) | (764, 251)
(820, 956) | (450, 879)
(583, 466) | (199, 500)
(943, 416) | (182, 292)
(120, 366) | (364, 385)
(486, 408) | (993, 241)
(627, 227) | (862, 97)
(654, 900) | (637, 627)
(151, 66) | (121, 469)
(883, 504) | (167, 545)
(598, 435) | (125, 175)
(202, 342) | (111, 471)
(932, 847) | (196, 12)
(582, 492) | (44, 972)
(155, 17) | (896, 431)
(561, 83) | (96, 949)
(46, 479) | (507, 783)
(280, 679) | (193, 903)
(367, 872) | (866, 605)
(869, 625) | (201, 359)
(957, 770) | (984, 260)
(122, 982) | (350, 410)
(55, 799) | (68, 64)
(573, 251) | (480, 232)
(984, 956) | (120, 458)
(585, 687) | (459, 131)
(994, 21) | (769, 403)
(315, 957) | (907, 708)
(571, 805) | (932, 645)
(896, 726) | (706, 500)
(671, 664) | (901, 477)
(699, 924) | (973, 413)
(786, 170) | (469, 925)
(578, 277) | (406, 955)
(939, 940) | (901, 690)
(948, 495) | (745, 815)
(653, 838) | (134, 629)
(191, 159) | (736, 261)
(300, 971) | (809, 599)
(548, 715) | (777, 626)
(377, 10) | (690, 873)
(926, 971) | (438, 351)
(973, 949) | (268, 779)
(540, 679) | (83, 286)
(291, 349) | (573, 747)
(341, 28) | (301, 250)
(936, 317) | (693, 163)
(178, 949) | (699, 731)
(730, 768) | (949, 50)
(801, 91) | (620, 427)
(1, 180) | (703, 422)
(777, 724) | (697, 269)
(35, 378) | (345, 195)
(564, 559) | (723, 601)
(67, 291) | (941, 442)
(379, 509) | (733, 577)
(184, 755) | (939, 454)
(276, 462) | (924, 501)
(514, 606) | (981, 180)
(393, 400) | (163, 205)
(304, 336) | (276, 535)
(715, 458) | (216, 190)
(501, 111) | (606, 821)
(574, 565) | (276, 233)
(181, 200) | (646, 709)
(992, 979) | (401, 221)
(625, 740) | (572, 590)
(493, 325) | (595, 629)
(418, 571) | (75, 608)
(443, 71) | (409, 434)
(688, 6) | (275, 454)
(952, 281) | (960, 988)
(982, 984) | (779, 719)
(247, 551) | (521, 894)
(687, 385) | (350, 611)
(209, 192) | (386, 882)
(283, 39) | (127, 563)
(792, 430) | (375, 490)
(11, 724) | (331, 805)
(169, 794) | (714, 662)
(682, 341) | (504, 881)
(199, 100) | (82, 998)
(476, 684) | (874, 124)
(237, 198) | (759, 703)
(748, 404) | (6, 582)
(67, 620) | (272, 314)
(894, 910) | (650, 371)
(564, 13) | (287, 629)
(928, 45) | (692, 852)
(55, 979) | (740, 450)
(998, 616) | (385, 973)
(429, 163) | (804, 539)
(212, 865) | (907, 233)
(766, 119) | (75, 503)
(416, 215) | (195, 703)
(595, 444) | (777, 275)
(141, 591) | (82, 471)
(698, 389) | (815, 500)
(661, 821) | (840, 153)
(302, 495) | (962, 716)
(414, 937) | (494, 233)
(507, 296) | (918, 908)
(854, 916) | (573, 634)
(62, 442) | (760, 763)
(711, 425) | (34, 365)
(263, 794) | (445, 30)
(67, 428) | (729, 291)
(97, 393) | (690, 698)
(143, 987) | (684, 465)
(26, 651) | (964, 617)
(515, 142) | (447, 444)
(820, 825) | (830, 869)
(708, 770) | (796, 372)
(187, 14) | (564, 392)
(790, 797) | (952, 942)
(740, 449) | (907, 64)
(940, 652) | (748, 678)
(811, 274) | (420, 71)
(706, 653) | (985, 385)
(103, 123) | (919, 587)
(60, 878) | (821, 396)
(706, 645) | (993, 292)
(831, 508) | (137, 527)
(441, 720) | (41, 879)
(449, 355) | (19, 399)
(585, 354) | (999, 900)
(216, 415) | (144, 301)
(79, 414) | (223, 971)
(372, 576) | (541, 970)
(806, 180) | (642, 471)
(101, 308) | (685, 341)
(15, 930) | (889, 137)
(804, 141) | (357, 929)
(128, 478) | (802, 97)
(112, 614) | (208, 67)
(357, 744) | (468, 370)
(427, 738) | (707, 145)
(33, 235) | (265, 375)
(972, 4) | (280, 301)
(869, 948) | (836, 449)
(698, 435) | (940, 301)
(114, 982) | (522, 180)
(120, 736) | (449, 203)
(62, 536) | (401, 999)
(776, 127) | (509, 615)
(786, 584) | (454, 698)
(66, 276) | (375, 315)
(946, 793) | (939, 486)
(643, 667) | (458, 619)
(166, 699) | (38, 743)
(554, 499) | (707, 514)
(339, 422) | (60, 717)
(842, 747) | (828, 41)
(258, 291) | (945, 18)
(550, 167) | (197, 210)
(694, 322) | (752, 999)
(654, 433) | (400, 459)
(432, 925) | (530, 243)
(416, 126) | (646, 432)
(431, 537) | (527, 99)
(284, 129) | (890, 83)
(463, 843) | (986, 620)
(205, 798) | (143, 187)
(79, 307) | (390, 557)
(331, 262) | (835, 518)
(682, 555) | (469, 175)
(868, 350) | (902, 715)
(653, 796) | (739, 28)
(91, 244) | (951, 481)
(836, 727) | (335, 484)
(980, 944) | (275, 762)
(150, 31) | (623, 125)
(144, 364) | (527, 455)
(667, 304) | (34, 148)
(273, 201) | (536, 812)
(683, 385) | (598, 140)
(660, 891) | (857, 907)
(65, 966) | (926, 716)
(131, 382) | (823, 338)
(728, 832) | (517, 949)
(296, 338) | (692, 175)
(637, 4) | (629, 691)
(140, 760) | (427, 836)
(399, 556) | (863, 880)
(625, 346) | (569, 152)
(319, 710) | (401, 120)
(505, 889) | (525, 993)
(27, 440) | (587, 811)
(21, 891) | (750, 56)
(874, 416) | (655, 736)
(364, 486) | (592, 727)
(611, 20) | (148, 886)
(936, 405) | (476, 530)
(369, 813) | (148, 512)
(152, 264) | (160, 467)
(884, 768) | (340, 429)
(741, 300) | (68, 503)
(908, 134) | (560, 557)
(458, 345) | (562, 412)
(948, 851) | (355, 73)
(924, 144) | (774, 951)
(853, 508) | (775, 882)
(175, 865) | (612, 970)
(959, 594) | (146, 14)
(635, 473) | (401, 602)
(239, 668) | (724, 960)
(404, 957) | (132, 996)
(371, 576) | (555, 8)
(125, 977) | (247, 359)
(961, 911) | (135, 872)
(163, 251) | (28, 996)
(829, 215) | (287, 555)
(864, 963) | (890, 535)
(346, 627) | (236, 899)
(531, 880) | (556, 743)
(923, 531) | (640, 603)
(583, 374) | (932, 435)
(215, 569) | (411, 600)
(90, 427) | (269, 701)
(294, 263) | (772, 524)
(565, 86) | (216, 618)
(7, 262) | (130, 438)
(500, 911) | (449, 214)
(93, 931) | (386, 407)
(399, 222) | (4, 950)
(680, 60) | (908, 170)
(806, 597) | (936, 375)
(20, 652) | (475, 1)
(241, 80) | (579, 863)
(377, 159) | (432, 644)
(32, 56) | (952, 559)
(360, 331) | (41, 357)
(972, 717) | (337, 154)
(98, 399) | (22, 388)
(991, 816) | (628, 374)
(660, 163) | (378, 527)
(280, 461) | (895, 582)
(575, 884) | (673, 492)
(198, 223) | (771, 431)
(388, 644) | (346, 723)
(265, 985) | (537, 330)
(710, 445) | (374, 799)
(107, 516) | (757, 152)
(556, 500) | (925, 913)
(193, 557) | (893, 954)
(333, 246) | (188, 428)
(340, 399) | (349, 845)
(64, 237) | (831, 520)
(15, 352) | (809, 966)
(629, 154) | (307, 675)
(33, 153) | (199, 102)
(638, 129) | (718, 480)
(221, 95) | (905, 585)
(868, 672) | (391, 826)
(846, 366) | (855, 720)
(139, 665) | (792, 34)
(831, 962) | (418, 264)
(349, 535) | (778, 32)
(562, 45) | (660, 405)
(925, 207) | (213, 235)
(712, 918) | (329, 91)
(985, 188) | (282, 733)
(484, 605) | (790, 353)
(187, 814) | (620, 560)
(967, 734) | (858, 858)
(958, 597) | (707, 965)
(709, 258) | (195, 870)
(14, 829) | (292, 130)
(144, 572) | (728, 808)
(832, 152) | (761, 574)
(50, 128) | (80, 675)
(824, 519) | (54, 827)
(210, 316) | (768, 63)
(463, 838) | (814, 657)
(878, 151) | (549, 266)
(202, 135) | (136, 588)
(478, 339) | (55, 136)
(148, 316) | (928, 509)
(673, 769) | (605, 433)
(792, 392) | (413, 544)
(606, 558) | (386, 653)
(85, 621) | (494, 849)
(274, 327) | (532, 414)
(607, 370) | (551, 817)
(794, 769) | (24, 850)
(506, 933) | (542, 430)
(15, 494) | (690, 420)
(239, 824) | (185, 398)
(753, 379) | (883, 14)
(74, 789) | (965, 23)
(485, 234) | (825, 65)
(666, 843) | (797, 784)
(708, 187) | (945, 574)
(179, 397) | (610, 240)
(546, 493) | (996, 114)
(781, 991) | (635, 834)
(153, 174) | (481, 534)
(986, 968) | (979, 868)
(483, 500) | (211, 198)
(247, 245) | (136, 408)
(654, 552) | (486, 56)
(379, 874) | (252, 754)
(287, 645) | (665, 294)
(438, 677) | (188, 247)
(531, 584) | (148, 174)
(56, 745) | (655, 631)
(829, 930) | (965, 572)
(498, 729) | (79, 806)
(796, 952) | (991, 6)
(661, 408) | (921, 629)
(260, 206) | (287, 562)
(749, 656) | (765, 486)
(164, 865) | (188, 757)
(779, 724) | (674, 948)
(698, 50) | (775, 814)
(258, 201) | (406, 547)
(144, 936) | (31, 402)
(434, 311) | (489, 670)
(653, 904) | (659, 19)
(744, 311) | (828, 652)
(901, 934) | (685, 293)
(916, 616) | (553, 903)
(872, 378) | (667, 420)
(146, 29) | (208, 672)
(812, 239) | (351, 604)
(456, 492) | (73, 382)
(569, 141) | (83, 225)
(551, 749) | (290, 847)
(134, 325) | (796, 762)
(441, 229) | (773, 619)
(913, 312) | (813, 551)
(739, 490) | (877, 545)
(983, 921) | (276, 981)
(776, 964) | (93, 878)
(207, 694) | (986, 238)
(349, 949) | (660, 94)
(413, 1) | (302, 169)
(595, 588) | (474, 422)
(560, 460) | (108, 362)
(896, 35) | (841, 336)
(135, 501) | (550, 606)
(714, 889) | (609, 834)
(110, 607) | (855, 436)
(4, 784) | (916, 402)
(164, 986) | (106, 144)
(600, 78) | (656, 549)
(107, 988) | (391, 573)
(975, 725) | (891, 986)
(660, 461) | (750, 957)
(837, 733) | (823, 71)
(795, 570) | (692, 332)
(466, 561) | (573, 248)
(492, 430) | (77, 28)
(589, 178) | (733, 868)
(528, 642) | (745, 96)
(784, 37) | (547, 181)
(196, 644) | (492, 400)
(663, 413) | (132, 454)
(484, 810) | (306, 871)
(477, 927) | (87, 955)
(746, 370) | (849, 272)
(749, 312) | (653, 938)
(460, 189) | (657, 41)
(605, 74) | (177, 843)
(995, 912) | (555, 282)
(51, 241) | (840, 900)
(843, 391) | (948, 838)
(249, 545) | (978, 523)
(608, 437) | (721, 17)
(415, 902) | (758, 948)
(738, 467) | (609, 802)
(942, 560) | (535, 506)
(122, 766) | (368, 23)
(923, 472) | (501, 262)
(129, 35) | (889, 111)
(392, 895) | (115, 398)
(758, 102) | (239, 907)
(362, 392) | (309, 692)
(50, 476) | (792, 342)
(702, 832) | (75, 783)
(700, 724) | (666, 129)
(408, 536) | (892, 650)
(28, 221) | (141, 305)
(443, 700) | (870, 309)
(446, 203) | (773, 805)
(776, 974) | (986, 936)
(918, 233) | (914, 161)
(913, 399) | (972, 220)
(712, 397) | (84, 981)
(433, 391) | (377, 43)
(374, 603) | (851, 144)
(586, 92) | (14, 971)
(180, 282) | (416, 382)
(651, 227) | (888, 321)
(665, 795) | (634, 572)
(792, 876) | (550, 639)
(638, 769) | (525, 443)
(439, 740) | (11, 567)
(998, 51) | (994, 428)
(386, 54) | (509, 562)
(895, 14) | (588, 196)
(965, 540) | (495, 734)
(424, 208) | (593, 665)
(278, 98) | (993, 575)
(823, 365) | (485, 94)
(173, 76) | (290, 445)
(635, 244) | (561, 500)
(563, 265) | (307, 367)
(863, 720) | (172, 156)
(86, 320) | (440, 136)
(25, 872) | (287, 762)
(337, 978) | (659, 972)
(792, 778) | (496, 732)
(562, 17) | (791, 908)
(180, 499) | (871, 747)
(974, 801) | (703, 638)
(523, 891) | (689, 534)
(885, 353) | (308, 132)
(454, 723) | (642, 753)
(877, 429) | (619, 432)
